72.328799	4.161609	923.069127
835.345711	4.937937	881.520975
471.578599	7.716065	980.376361
835.345711	4.937937	881.520975
432.873218	8.568615	996.041547
471.578599	7.716065	980.376361
432.873218	8.568615	996.041547
72.328799	4.161609	923.069127
471.578599	7.716065	980.376361
299.775194	951.849879	994.509577
35.767449	953.273935	906.164021
89.739197	778.151518	993.547389
51.938819	157.807129	999.993571
299.775194	951.849879	994.509577
89.739197	778.151518	993.547389
35.767449	953.273935	906.164021
22.170469	130.979425	999.651690
89.739197	778.151518	993.547389
22.170469	130.979425	999.651690
51.938819	157.807129	999.993571
89.739197	778.151518	993.547389
149.198525	559.334676	0.405591
189.750982	984.363203	3.578574
596.957950	326.804409	0.767693
567.831086	1.125480	5.709142
149.198525	559.334676	0.405591
596.957950	326.804409	0.767693
968.394704	508.798887	4.726513
567.831086	1.125480	5.709142
596.957950	326.804409	0.767693
189.750982	984.363203	3.578574
968.394704	508.798887	4.726513
596.957950	326.804409	0.767693
995.298377	903.661910	750.232276
987.547072	995.736739	423.961718
986.917552	991.413199	830.763752
987.547072	995.736739	423.961718
841.039950	995.620490	909.685542
986.917552	991.413199	830.763752
992.228461	576.971113	877.613778
995.298377	903.661910	750.232276
986.917552	991.413199	830.763752
841.039950	995.620490	909.685542
859.129825	958.779885	972.058571
986.917552	991.413199	830.763752
952.662252	948.910824	899.086128
952.069724	759.590169	954.232091
986.917552	991.413199	830.763752
859.129825	958.779885	972.058571
952.662252	948.910824	899.086128
986.917552	991.413199	830.763752
952.069724	759.590169	954.232091
992.228461	576.971113	877.613778
986.917552	991.413199	830.763752
987.547072	995.736739	423.961718
991.750692	528.078714	69.888544
970.417370	737.724513	65.579279
991.750692	528.078714	69.888544
968.394704	508.798887	4.726513
970.417370	737.724513	65.579279
950.252374	920.128254	147.660015
987.547072	995.736739	423.961718
970.417370	737.724513	65.579279
968.394704	508.798887	4.726513
897.883112	899.520939	39.717014
970.417370	737.724513	65.579279
897.883112	899.520939	39.717014
950.252374	920.128254	147.660015
970.417370	737.724513	65.579279
845.633002	2.622577	687.293839
997.798999	54.057578	870.539865
