840.187717	394.382927	783.099224
798.440033	911.647358	197.551369
335.222756	768.229595	277.774711
553.969956	477.397052	628.870925
364.784473	513.400910	952.229725
916.195068	635.711728	717.296929
141.602555	606.968876	16.300572
242.886771	137.231577	804.176754
156.679089	400.944394	129.790447
108.808802	998.924518	218.256905
512.932394	839.112235	612.639833
296.031618	637.552268	524.287190
493.582987	972.775024	292.516784
771.357698	526.744979	769.913836
400.228622	891.529452	283.314746
352.458347	807.724520	919.026474
69.755276	949.327075	525.995350
86.055848	192.213846	663.226927
890.232603	348.892935	64.171321
20.023049	457.701737	63.095838
238.279954	970.634132	902.208073
850.919787	266.665749	539.760341
375.206976	760.248736	512.535364
667.723761	531.606434	39.280343
437.637597	931.835056	930.809795
720.952343	284.293403	738.534315
639.978817	354.048680	687.861390
165.974166	440.104528	880.075236
829.201093	330.337130	228.968171
893.372415	350.360179	686.669908
956.468253	588.640133	657.304040
858.676326	439.559919	923.969789
398.436667	814.766896	684.218525
910.972031	482.490657	215.824959
950.252374	920.128254	147.660015
881.062170	641.080596	431.953418
619.596484	281.059412	786.002098
307.457874	447.033579	226.106625
187.533110	276.234672	556.443755
416.501281	169.607086	906.803934
103.171188	126.075339	495.444067
760.475228	984.751665	935.003987
684.445017	383.188331	749.770882
368.663542	294.160362	232.261539
584.488501	244.412736	152.389792
732.148516	125.474905	793.470388
164.101934	745.071389	74.529801
950.104032	52.529262	521.563380
176.210656	240.062372	797.798052
732.654412	656.563653	967.405139
639.458346	759.734842	93.480477
134.902412	520.210070	78.232142
69.906398	204.655086	461.420473
819.677280	573.318628	755.580835
51.938819	157.807129	999.993571
204.328611	889.955644	125.468476
997.798999	54.057578	870.539865
72.328799	4.161609	923.069127
593.892179	180.372266	163.131499
391.690231	913.026677	819.695153
359.095369	552.485022	579.429994
452.575846	687.387435	99.640064
530.807988	757.293832	304.295150
992.228461	576.971113	877.613778
747.809296	628.909931	35.420907
747.802867	833.238542	925.376551
873.271343	831.037541	979.434129
743.811207	903.366340	983.595738
666.880335	497.258519	163.968003
830.011834	888.948750	76.994681
649.706986	248.044118	629.479703
229.136980	700.619965	316.867137
328.777043	231.427952	74.160970
633.072194	223.656413	651.132082
510.685971	971.465710	280.042013
546.106878	719.268576	113.280555
471.483429	592.539919	944.318096
450.917558	336.351126	847.684436
434.513296	3.231460	344.942955
598.481300	833.243294	233.891705
675.475980	482.950280	481.935823
304.955683	712.087260	182.555787
621.822821	40.864303	413.983740
695.983791	673.936496	637.640153
347.115873	184.622468	609.105862
627.157886	730.729346	328.374438
740.438441	202.212774	920.914357
684.756537	653.130332	257.265482
532.440973	87.643628	260.496942
877.383928	686.124928	93.740236
111.275632	361.600908	576.690516
593.211455	666.556591	288.777775
775.767243	288.379412	329.642079
189.750982	984.363203	3.578574
827.391135	331.479076	188.201042
436.496997	958.636962	918.930388
764.871435	699.075403	121.143162
685.785792	383.831939	774.273495
943.051274	916.272912	861.917123
203.548216	793.656839	548.042050
